,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
3414,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,23935138.71
3415,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,24111841.83
3416,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,24263994.13
3417,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,24322755.25
3418,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,24297218.75
3419,B1_GE,Gross domestic product - expenditure approach,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,,,24341579.43
3420,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,,,2555134.785933
3421,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,,,2574070.951746
3422,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,,,2589980.476016
3423,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,,,2594210.569717
3424,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,,,2603170.9453849997
3425,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,,,2615610.069569
3426,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,,,2620897.340286
3427,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,,,2614652.3920259997
3428,B1_GE,Gross domestic product - expenditure approach,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,,,2591858.081653
3429,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,5678301.4625
3430,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,5911460.9
3431,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,5826988.025
3432,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,6074756.63
3433,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,5992873.845
3434,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,6080970.195
3435,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,5990647.31
3436,B1_GE,Gross domestic product - expenditure approach,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,6174640.655
3437,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,5787048.5825
3438,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,5838584.7325
3439,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,5924083.5975
3440,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,5983784.6775
3441,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,6027960.4575
3442,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,6065998.5325
3443,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,6080688.8125
3444,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,6074304.6875
3445,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,,,6085394.8575
3446,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2013,2013,124.933807
3447,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2013,2013,126.12461100000002
3448,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2013,2013,127.68946899999999
3449,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2013,2013,129.29242
3450,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2013,2013,130.03874199999998
3451,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2013,2013,131.06551399999998
3452,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2013,2013,131.669816
3453,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2013,2013,132.283502
3454,B1_GE,Gross domestic product - expenditure approach,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,IDX,Index,0,Units,2013,2013,134.190291
3455,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,116.454458
3456,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,117.56444099999999
3457,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,119.023091
3458,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,120.51724899999999
3459,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,121.21291799999999
3460,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,122.170001
3461,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,122.73328899999998
3462,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,123.305323
3463,B1_GE,Gross domestic product - expenditure approach,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,IDX,Index,0,Units,2015,2015,125.082698
3464,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,1.2904120000000001
3465,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,-0.062014
3466,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,0.220912
3467,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,-0.24451199999999998
3468,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.160098
3469,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-0.15731900000000001
3470,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-0.21789
3471,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-0.56842
3472,B1_GE,Gross domestic product - expenditure approach,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-1.2409780000000001
3473,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,2.5586830000000003
3474,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,2.1942209999999998
3475,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,2.80593
3476,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,1.20316
3477,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.07382000000000001
3478,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-0.021613999999999998
3479,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-0.459355
3480,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-0.782565
3481,B1_GE,Gross domestic product - expenditure approach,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-2.170455
3482,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,107.147718
3483,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,107.081271
3484,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,107.317826
3485,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,107.055421
3486,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,107.22681399999999
3487,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,107.058126
3488,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,106.82485700000001
3489,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,106.217643
3490,B1_GE,Gross domestic product - expenditure approach,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,IDX,Index,0,Units,2015,2015,104.899505
3491,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,18072389.06
3492,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,18701099.83
3493,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,18395545.06
3494,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,19037446.16
3495,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,18282105.85
3496,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,18523716.9
3497,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,18348814.79
3498,B1_GE,Gross domestic product - expenditure approach,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,18943796.1
3499,B1_GE,Gross domestic product - expenditure approach,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,18528367.09
3500,B1_GE,Gross domestic product - expenditure approach,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,18516876.87
3501,B1_GE,Gross domestic product - expenditure approach,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,18557782.87
3502,B1_GE,Gross domestic product - expenditure approach,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,18512406.8
